accession,organism_name,tax_id,fppl_name,priority,release_date,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,bioproject_accession,study_accession,platform,instrument_model,library_strategy,library_source,library_selection
SRR35893246,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:51,2025-07,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893247,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:51,2025-09,USA:Mid-Atlantic,Homo sapiens,Tissue specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893248,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:51,2025-08,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893249,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:50,2025-08,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893250,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:50,2025-09,USA:Mid-Atlantic,Homo sapiens,Swab of axilla and groin,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893251,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:56,2025-09,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893252,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:50,2025-09,USA:Mid-Atlantic,Homo sapiens,Urine specimen obtained by clean catch,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893253,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:34,2025-09,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893254,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:50,2025-09,USA:Mid-Atlantic,Homo sapiens,Urine specimen obtained by clean catch,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893255,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:34,2025-08,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35893256,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 16:54:50,2025-08,USA:Mid-Atlantic,Homo sapiens,Blood specimen,,,human,MDH_CSL,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35892860,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 15:31:05,,,Homo sapiens,,,,human,LACPHL,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35892861,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 15:31:05,,,Homo sapiens,,,,human,LACPHL,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35892862,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 15:31:05,,,Homo sapiens,,,,human,LACPHL,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35892863,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 15:31:05,,,Homo sapiens,,,,human,LACPHL,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35892864,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 15:31:05,,,Homo sapiens,,,,human,LACPHL,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35892865,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 15:31:05,,,Homo sapiens,,,,human,LACPHL,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35891281,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:28,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891282,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:51:31,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891283,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:51:58,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891284,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:28,2025-09,USA:Midwest,Homo sapiens,lung,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891285,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:44,2025-09,USA:Midwest,Homo sapiens,Tissue,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891286,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:28,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891287,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:28,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891288,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:33:03,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891289,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:33:03,2025-09,USA:Midwest,Homo sapiens,wound,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891290,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:33:03,2025-09,USA:Midwest,Homo sapiens,buttock,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891291,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:27,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891292,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:27,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891293,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:27,2025-09,USA:Midwest,Homo sapiens,blood,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35891294,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:23:27,2025-08,USA:Midwest,Homo sapiens,Axilla/Groin,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35886295,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:47:28,2025-09,USA:Midwest,Homo sapiens,urine,,,human,Wisconsin State Laboratory of Hygiene,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884505,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-25,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884506,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-21,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884507,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:32,2025-09-21,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884508,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:31,2025-09-28,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884509,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:32,2025-09-19,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884510,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:31,2025-09-18,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884511,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-22,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884512,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-16,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884513,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:32,2025-10-01,USA:Mountain,Homo sapiens,,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884514,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-28,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884515,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-30,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884516,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:32,2025-09-30,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884517,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-25,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884518,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-19,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884519,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:32,2025-09-26,USA:Mountain,Homo sapiens,CSF,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884520,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:31,2025-10-01,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884521,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:32,2025-10-02,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884522,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-29,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884523,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 12:33:48,2025-09-16,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35884524,Candidozyma auris,498019,Candida auris,Critical,2025-10-28 11:30:33,2025-09-19,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882268,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882269,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882270,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Wound swab; Left wrist,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882271,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,urine,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882272,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-09,USA:Central,Homo sapiens,blood,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882273,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Intraabdominal body fluid,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882274,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882275,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882276,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882277,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,wound,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882278,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:35:00,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882279,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:34:59,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882280,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:34:59,2025-10,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35882281,Candidozyma auris,498019,Candida auris,Critical,2025-10-27 11:34:59,2025-09,USA:Central,Homo sapiens,Axilla/groin swab,,,human,Minnesota Department of Health Infectious Disease Laboratory Submission Group,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860657,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:03,2025-10,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860658,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:03,2025-09,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860659,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:03,2025-09,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860660,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:03,2025-09,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860661,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:03,2025-09,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860662,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:02,2025-09,USA: Midwest,Homo sapiens,bronchial,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860663,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:41:38,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860664,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:02,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860665,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:02,2025-10,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860666,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:02,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860667,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:02,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860668,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:41:38,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860669,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860670,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860671,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,sputum,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860672,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860673,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860674,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860675,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860676,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:41:38,2025-10,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860677,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-10,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860678,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-10,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860679,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-10,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860680,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-10,USA: Midwest,Homo sapiens,axilla,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860681,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:01,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860682,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:00,2025-09,USA: Midwest,Homo sapiens,axilla,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860683,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:18:00,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860684,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:41:38,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860685,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:49,2025-09,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860686,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:49,2025-08,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860687,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:48,2025-09,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860688,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-09,USA: Midwest,Homo sapiens,serum,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860689,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-10,USA: Midwest,Homo sapiens,serum,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860690,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-10,USA: Midwest,Homo sapiens,groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860691,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-10,USA: Midwest,Homo sapiens,axilla/groin,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860692,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-09,USA: Midwest,Homo sapiens,axilla,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860693,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-09,USA: Midwest,Homo sapiens,wound,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35860694,Candidozyma auris,498019,Candida auris,Critical,2025-10-24 11:15:47,2025-09,USA: Midwest,Homo sapiens,bronchial wash,,,human,MDHHS-GS,public_health,,,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR35851850,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 14:53:47,2022,USA,Homo sapiens,Axilla/Groin,,,human,ocphl_ca,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851105,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:16,2025-08-16,USA:Southeast,Homo sapiens,whole blood,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851106,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:16,2025-08-16,USA:Southeast,Homo sapiens,whole blood,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851107,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:16,2025-08-13,USA:Southeast,Homo sapiens,Axilla,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851108,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:16,2025-07-23,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851109,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:15,2025-07-23,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
SRR35851110,Candidozyma auris,498019,Candida auris,Critical,2025-10-23 12:44:16,2025-07-23,USA:Southeast,Homo sapiens,Axilla and groin swab,,,human,TN DOH,public_health,,,ILLUMINA,Illumina MiSeq,WGS,GENOMIC,RANDOM
